"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
966, 6.411590302429121e-02, 3.983702281114276e-02, 5.667797556516212e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.066322352486589e+05, 0.000000000000000e+00
967, 6.386441216503194e-02, 3.975406807438380e-02, 5.692153632077804e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.083592071369565e+05, 0.000000000000000e+00
968, 6.361298669754517e-02, 3.967091661605651e-02, 5.716727047372541e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.101013934429099e+05, 0.000000000000000e+00
969, 6.336162336713091e-02, 3.958757083503454e-02, 5.741519306573061e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.118589151002248e+05, 0.000000000000000e+00
970, 6.311032429632486e-02, 3.950403168080212e-02, 5.766528497303201e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.136317355693354e+05, 0.000000000000000e+00
971, 6.285909064987699e-02, 3.942029522647599e-02, 5.791756549699357e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.154200104794116e+05, 0.000000000000000e+00
972, 6.260792762772141e-02, 3.933636052030744e-02, 5.817209996918326e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.172241084664241e+05, 0.000000000000000e+00
973, 6.235682733270810e-02, 3.925222707444374e-02, 5.842894143373659e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.190443558844833e+05, 0.000000000000000e+00
974, 6.210579210550531e-02, 3.916789753841006e-02, 5.868808770693768e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.208807878783425e+05, 0.000000000000000e+00
975, 6.185482712496311e-02, 3.908337223380533e-02, 5.894954898882423e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.227335030881789e+05, 0.000000000000000e+00
976, 6.160392544586583e-02, 3.899864767076966e-02, 5.921336780636628e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.246027835217067e+05, 0.000000000000000e+00
977, 6.135309062348676e-02, 3.891372469455776e-02, 5.947956641999567e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.264888009037027e+05, 0.000000000000000e+00
978, 6.110232761600295e-02, 3.882860302651113e-02, 5.974816663591816e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.283917133123332e+05, 0.000000000000000e+00
979, 6.085162444158317e-02, 3.874327726860767e-02, 6.001923585077153e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.303119408082952e+05, 0.000000000000000e+00
980, 6.060098800998552e-02, 3.865775129299050e-02, 6.029280539216262e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.322496746977718e+05, 0.000000000000000e+00
981, 6.035044008229633e-02, 3.857203382184397e-02, 6.056885582878344e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.342048321840068e+05, 0.000000000000000e+00
982, 6.009994488888166e-02, 3.848611049330058e-02, 6.084743983996738e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.361778289216080e+05, 0.000000000000000e+00
983, 5.984952126989527e-02, 3.839998495435357e-02, 6.112858895775571e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.381688431337721e+05, 0.000000000000000e+00
984, 5.959917173720797e-02, 3.831365829314559e-02, 6.141236099716919e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.401782166501224e+05, 0.000000000000000e+00
985, 5.934887822073790e-02, 3.822712627780127e-02, 6.169879760061344e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.422062545293742e+05, 0.000000000000000e+00
986, 5.909865757964727e-02, 3.814039458424391e-02, 6.198787976591467e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.442529030275254e+05, 0.000000000000000e+00
987, 5.884851233346630e-02, 3.805346036581604e-02, 6.227963214738019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.463183568887733e+05, 0.000000000000000e+00
988, 5.859845385008532e-02, 3.796632482445910e-02, 6.257413161103291e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.484030310859734e+05, 0.000000000000000e+00
989, 5.834845410821418e-02, 3.787898215129585e-02, 6.287147441407841e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.505075158718379e+05, 0.000000000000000e+00
990, 5.809852369771686e-02, 3.779144042022665e-02, 6.317161530976845e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.526316348615548e+05, 0.000000000000000e+00
991, 5.784866136090839e-02, 3.770369461709747e-02, 6.347453476741718e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.547753974080983e+05, 0.000000000000000e+00
992, 5.759887720098369e-02, 3.761574092679998e-02, 6.378031451013018e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.569392651812600e+05, 0.000000000000000e+00
993, 5.734916289095836e-02, 3.752757746456556e-02, 6.408907256159077e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.591239098405379e+05, 0.000000000000000e+00
994, 5.709952130173595e-02, 3.743920966149855e-02, 6.440081651372130e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.613294223633071e+05, 0.000000000000000e+00
